,Cities,Country Code,Latitude,Longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
363,airai,pw,15.189964849526518,135.20552574361898,72.38,74.0,0.0,1.5
364,busselton,au,-32.28314588602568,107.97740852414188,53.39,100.0,88.0,8.21
365,ahipara,nz,-31.247372966897736,165.97718823019255,57.53,85.0,56.0,11.68
366,denpasar,id,-12.618041792880206,115.21913214597964,78.8,74.0,40.0,9.17
367,wyndham,nz,-46.356111400839985,168.8176091408506,53.6,76.0,40.0,4.7
368,belaya gora,ru,69.74603072323112,144.7568408589678,46.73,77.0,92.0,4.41
369,chuy,uy,-48.488135015407146,-40.23170823505953,45.2,81.0,0.0,20.29
370,zabid,ye,13.283364672539378,43.0595608322177,62.75,32.0,32.0,3.62
371,shchebetovka,ua,44.8717678924078,35.255340317213125,69.86,97.0,0.0,5.97
372,cidreira,br,-59.136982821418854,-18.205605290396477,50.33,75.0,32.0,15.82
373,mahebourg,mu,-46.14896636069661,73.61243691411181,73.4,69.0,40.0,11.41
374,new norfolk,au,-51.71668074457121,140.282381782863,50.0,57.0,75.0,14.99
375,faanui,pf,-13.08643904585054,-154.3436009240531,77.51,100.0,36.0,6.53
376,statesboro,us,32.84148241779489,-82.10469059601417,83.46,74.0,40.0,3.36
377,horsham,au,-36.265049809716444,142.60545542990144,42.68,100.0,24.0,6.64
380,abu dhabi,ae,24.23976378256701,53.72313583231343,91.4,79.0,0.0,3.36
381,saskylakh,ru,82.99142169668465,108.80029338958099,47.99,90.0,0.0,5.97
382,saldanha,za,-42.78430372856353,-4.370240930395454,57.26,74.0,0.0,1.39
383,zhigansk,ru,72.13034182438778,122.81412341880366,54.02,69.0,0.0,3.06
384,vestmannaeyjar,is,57.28668775476967,-19.549783236651024,46.46,100.0,12.0,6.2
385,mataura,pf,-61.0076922375827,-147.05390119428256,55.73,76.0,0.0,17.72
386,nosy varika,mg,-20.98921961931724,49.34656205404747,65.27,100.0,36.0,2.95
387,hilo,us,6.411279436335803,-152.1037295856593,75.92,97.0,90.0,6.93
388,ushuaia,ar,-64.2991836422264,-44.81269091522333,39.2,80.0,75.0,4.7
389,mar del plata,ar,-71.29784173145201,-20.159513731563294,60.23,45.0,32.0,25.55
390,broken hill,au,-32.705787593189335,141.0430527465947,55.82,58.0,0.0,5.97
391,picota,pe,-7.237486219402172,-75.82380838517777,62.6,290.0,40.0,3.36
392,talnakh,ru,76.49084785686742,93.77820931104924,51.5,91.0,56.0,3.4
393,quatre cocos,mu,-15.389508534073741,68.68162410572774,73.4,69.0,40.0,11.41
394,albany,au,-38.45346551269017,118.20851375159322,74.21,50.0,75.0,10.29
395,faanui,pf,-11.678197358491502,-150.34309452378824,77.51,100.0,36.0,6.53
396,maldonado,uy,-35.367677886090505,-54.206071357568135,48.2,70.0,75.0,13.87
398,rikitea,pf,-58.34635098491815,-136.12960892296738,72.83,100.0,0.0,13.8
399,tura,ru,64.07987819794485,103.88228656084266,76.07,96.0,88.0,3.18
400,punta arenas,cl,-73.83809058373399,-93.32068762490074,42.8,75.0,75.0,10.29
401,cape town,za,-42.98521042789675,8.379604375185409,50.0,66.0,40.0,13.87
403,kapaa,us,21.499412236055292,-166.07310170116742,80.76,100.0,90.0,21.92
404,tasiilaq,gl,55.5709719260833,-32.61963953910515,41.87,100.0,88.0,0.04
405,buraydah,sa,24.48501803877285,44.24404416816802,86.0,33.0,0.0,2.24
406,asaka,uz,40.533986435776285,72.22501984659294,85.66,69.0,1.0,3.51
407,katsuura,jp,20.342106593334307,146.76313290713068,82.4,69.0,20.0,2.24
408,atuona,pf,-6.551193724269524,-120.19198773885849,78.86,100.0,100.0,19.62
409,hilo,us,21.404922003566995,-148.83567673632064,75.92,97.0,90.0,6.93
410,neuquen,ar,-37.999005338259295,-68.11887539877549,57.2,50.0,0.0,2.24
411,havre,us,48.29975758842883,-109.8666938403603,73.04,30.0,1.0,3.36
412,carnarvon,au,-25.999845500532402,94.89277821933905,36.92,79.0,0.0,13.69
413,fortuna,us,37.5070806910943,-134.7306308514743,80.6,69.0,0.0,11.41
415,brokopondo,sr,4.928784715542875,-55.544097886503195,78.8,88.0,20.0,2.24
416,qaanaaq,gl,88.3972732689823,-82.34236810954724,37.19,92.0,0.0,7.76
418,qaanaaq,gl,87.31992023563853,-75.79763585912184,37.19,92.0,0.0,7.76
419,hermanus,za,-63.919607719760755,6.63014322893423,45.29,99.0,92.0,11.79
420,yellowknife,ca,61.49111326872807,-110.25801713591031,51.8,71.0,75.0,10.29
421,busselton,au,-73.78346563055135,81.34105892921554,53.39,100.0,88.0,8.21
423,rikitea,pf,-12.213362163769773,-120.38002274464135,72.83,100.0,0.0,13.8
424,namibe,ao,-11.095624765750657,3.323452278791251,64.19,100.0,0.0,10.45
425,sugod,ph,12.684792787346879,122.81097230668513,83.99,94.0,80.0,9.78
426,busselton,au,-57.19292636790638,100.04767126469159,53.39,100.0,88.0,8.21
427,toora-khem,ru,53.58029603985986,95.11100570391528,46.55,85.0,0.0,1.05
428,avera,pf,-25.09523838232657,-155.53778120806376,86.86,43.0,1.0,5.82
429,khandbari,np,31.741900185274886,87.20232179551903,45.29,65.0,44.0,2.06
430,clyde river,ca,69.00998021550163,-80.91158523010846,41.0,80.0,75.0,13.87
431,victoria,sc,-9.605480534270427,65.23502247857718,79.59,88.0,75.0,5.19
432,sitka,us,50.84967895997474,-139.12836814349384,93.62,40.0,36.0,15.48
433,saint-philippe,re,-39.09776257088642,63.1810480014758,77.32,47.0,75.0,13.87
434,kaitangata,nz,-66.15960734993584,176.03929357935078,55.01,72.0,0.0,21.63
435,colares,pt,38.14087862618342,-14.513119702702625,65.32,77.0,0.0,5.82
436,saint-philippe,re,-52.03966192076381,66.63062763219384,77.32,47.0,75.0,13.87
438,vitoria,es,42.954767344687184,-2.631244761369146,79.49,68.0,88.0,3.18
439,saint anthony,ca,54.44154466222281,-51.186266899902506,79.34,3.0,1.0,14.99
440,ushuaia,ar,-75.18411487512887,-55.108475007688014,39.2,80.0,75.0,4.7
442,sarakhs,ir,36.546243517371664,60.60125406553749,69.8,32.0,0.0,13.87
443,nikolskoye,ru,43.43482674753548,173.59678408668037,59.0,93.0,90.0,13.42
445,tasiilaq,gl,64.62098905766874,-32.4684556938206,41.87,100.0,88.0,0.04
447,mahibadhoo,mv,3.602988683127421,69.37700429727693,82.37,100.0,76.0,10.11
448,spasskoye,ru,44.84042534873987,132.50393516218617,49.07,83.0,0.0,2.73
449,husavik,is,78.7706848866417,-8.533813728026104,67.25,77.0,12.0,11.12
450,dunedin,nz,-51.442651779644095,175.51781739096924,53.93,73.0,0.0,2.95
451,cidreira,br,-48.94025259088466,-33.07735974060992,50.33,75.0,32.0,15.82
452,arraial do cabo,br,-35.71032697579923,-28.648652713859065,71.6,88.0,75.0,3.36
453,ushuaia,ar,-86.9379895855772,-37.47632016723236,39.2,80.0,75.0,4.7
454,busselton,au,-49.54937511698772,108.13688329767058,53.39,100.0,88.0,8.21
455,ushuaia,ar,-62.30923924385857,-70.56973858476894,39.2,80.0,75.0,4.7
456,pevek,ru,65.49207572491562,170.22698070006993,37.46,100.0,36.0,10.45
457,arraial do cabo,br,-27.999123584181262,-40.141221525090884,71.6,88.0,75.0,3.36
458,palmer,us,57.962458531313644,-147.09925286948192,48.2,70.0,75.0,4.7
459,port alfred,za,-33.63958759090734,26.889167812317424,59.96,95.0,0.0,7.54
460,beyneu,kz,44.21994376177284,57.123038843841215,55.19,65.0,0.0,4.63
461,east london,za,-73.2038751520077,50.84733064052645,68.87,94.0,44.0,13.02
462,dikson,ru,84.59379092753488,86.96079085659449,45.83,100.0,92.0,14.03
463,sitka,us,53.589333763519846,-140.53200311631986,93.62,40.0,36.0,15.48
464,eureka,us,41.444950744824126,-129.8369538354498,62.26,77.0,1.0,9.17
465,faya,td,22.732719636878812,18.40331134777378,71.56,49.0,0.0,6.93
466,pevek,ru,89.77869205338132,167.87349036695008,37.46,100.0,36.0,10.45
467,kisangani,cd,-0.37319818732062515,24.54863703355602,71.12,98.0,8.0,2.51
468,ilulissat,gl,76.21637059756847,-44.537231862351376,42.8,81.0,75.0,3.36
469,kaeo,nz,-28.270019462015867,176.93443585378043,57.17,80.0,44.0,9.78
470,husavik,is,68.30711212786656,-14.849286004358987,67.25,77.0,12.0,11.12
471,laguna,br,-44.06567333845512,-31.22721260364679,89.6,46.0,75.0,3.36
472,rosarito,mx,31.48191926186871,-118.09797337694158,75.88,51.0,75.0,3.36
473,taoudenni,ml,25.471801215123264,-7.285457671889105,87.5,19.0,0.0,9.78
474,san angelo,us,30.592169968627474,-100.97172237875019,98.06,18.0,1.0,14.99
475,tateyama,jp,26.114798360363352,142.9640113486825,82.4,83.0,75.0,2.24
476,daokou,cn,35.266192007298244,114.40371139963588,58.52,100.0,80.0,4.07
477,kununurra,au,-17.506084563521625,127.11047714833393,66.2,45.0,0.0,2.24
478,bredasdorp,za,-71.8287647253736,22.563062168478183,50.0,81.0,76.0,14.99
479,castro,cl,-43.59418981502148,-98.1439684302428,49.88,97.0,92.0,8.66
481,punta arenas,cl,-60.29801274001066,-96.65361097190069,42.8,75.0,75.0,10.29
483,ushuaia,ar,-69.28921335920312,-53.68388936592771,39.2,80.0,75.0,4.7
484,qaanaaq,gl,76.07852648804382,-71.38467809200257,37.19,92.0,0.0,7.76
485,ribeira grande,pt,48.29483880361593,-37.55125397750243,73.82,100.0,0.0,9.22
486,shakawe,bw,-19.05856377781504,20.992809872639214,71.3,28.0,64.0,8.1
487,rikitea,pf,-58.33739600205537,-116.85554730174448,72.83,100.0,0.0,13.8
488,tuktoyaktuk,ca,82.36019761416125,-136.35839239353004,51.8,62.0,40.0,5.82
489,beira,mz,-20.732644599164033,37.039044534741066,58.89,87.0,0.0,2.24
491,punta arenas,cl,-69.3415420555383,-100.91133412177834,42.8,75.0,75.0,10.29
492,vestmannaeyjar,is,55.62446760577117,-17.99506563152576,46.46,100.0,12.0,6.2
493,busselton,au,-49.45539412098236,93.55092555082257,53.39,100.0,88.0,8.21
494,cranbrook,ca,49.08059572025263,-115.71765787760629,67.71,30.0,90.0,4.7
495,qaanaaq,gl,73.08599712185074,-78.05866988366688,37.19,92.0,0.0,7.76
496,butaritari,ki,17.49473523729469,170.7886539804873,85.16,100.0,68.0,6.76
497,nenjiang,cn,50.024918219477485,125.64730876230453,66.44,92.0,92.0,4.52
498,faanui,pf,-8.871386538992112,-154.97156680114443,77.51,100.0,36.0,6.53
499,ushuaia,ar,-62.12039239558921,-74.58641338070629,39.2,80.0,75.0,4.7
500,padang,id,-0.9713227809021987,98.26651837130618,79.22,100.0,68.0,4.63
501,hermanus,za,-53.260174418279874,13.993588581320381,45.29,99.0,92.0,11.79
502,lewistown,us,47.626908176744905,-108.12815125033823,87.73,72.0,1.0,8.05
503,grand gaube,mu,-17.52634380978263,61.409704959311824,73.4,69.0,40.0,11.41
504,neuquen,ar,-40.82635444618573,-68.4954081820309,57.2,50.0,0.0,2.24
505,soe,id,-11.001677731282356,124.96443407962227,57.2,93.0,88.0,3.36
506,bolshaya rechka,ru,52.30394106982229,105.03231462756713,48.2,100.0,0.0,4.47
507,port alfred,za,-87.4997933576728,50.97847902542088,59.96,95.0,0.0,7.54
508,sabang,id,7.31117673667471,90.96683967187573,83.99,83.0,20.0,11.68
509,butaritari,ki,11.089359259629077,167.3135229939649,85.16,100.0,68.0,6.76
510,atuona,pf,-6.521923437881313,-136.77888320101667,78.86,100.0,100.0,19.62
511,beyla,gn,8.705978523478677,-8.665289420398267,67.79,97.0,92.0,5.19
513,sao joao da barra,br,-35.359059812881235,-23.157435940930384,75.2,78.0,0.0,11.41
514,butaritari,ki,23.074809871371343,167.65784719990222,85.16,100.0,68.0,6.76
515,mataura,pf,-80.56598852381738,-141.76927962262113,55.73,76.0,0.0,17.72
516,bilibino,ru,66.19332690770503,168.92744034452255,36.92,80.0,80.0,3.4
518,busselton,au,-66.92057460893633,78.89532563782075,53.39,100.0,88.0,8.21
519,lasa,cn,33.178373021329335,87.60229309308306,78.8,78.0,40.0,6.93
520,port alfred,za,-57.77454257552096,38.205280998385405,59.96,95.0,0.0,7.54
521,victoria,sc,-6.246112040962373,63.71427722388427,79.59,88.0,75.0,5.19
522,chhabra,in,24.790770963053006,76.72167995528338,74.36,96.0,100.0,10.11
523,sydney,au,-33.56090235668063,151.7379753625802,52.61,81.0,0.0,11.41
524,hermanus,za,-65.29760334542955,7.419228830164968,45.29,99.0,92.0,11.79
525,hermanus,za,-51.466562595047705,16.234070601316915,45.29,99.0,92.0,11.79
526,saint-augustin,ca,56.1801111891495,-59.937803336756005,61.61,82.0,90.0,4.7
527,severo-kurilsk,ru,38.98878090782625,164.8770937647792,52.4,95.0,68.0,4.97
529,sayula,mx,19.973111447724037,-103.63933407324397,78.8,83.0,75.0,11.41
530,luderitz,na,-35.015531100017256,-2.157765087849782,50.15,89.0,0.0,4.41
531,novikovo,ru,47.05875357659508,144.01604580439516,60.95,100.0,0.0,3.06
532,balkhash,kz,46.513524416460456,76.65026808636395,56.9,100.0,0.0,4.18
533,kuito,ao,-12.651313831414384,16.99380873808974,58.07,66.0,64.0,2.73
534,rikitea,pf,-33.23189025738285,-120.60317414002677,72.83,100.0,0.0,13.8
535,avarua,ck,-31.53620371771374,-164.4544533805624,78.8,83.0,20.0,11.41
536,vrangel,ru,41.33861174945153,133.19510992952695,63.83,100.0,68.0,15.82
537,dunedin,nz,-53.093869179496735,174.61888698854546,53.93,73.0,0.0,2.95
538,san cristobal,ec,-8.93048684693504,-91.22948497274498,59.0,47.0,75.0,9.17
539,mataura,pf,-47.724193425207254,-147.53857442497076,55.73,76.0,0.0,17.72
540,rikitea,pf,-50.13864769180328,-127.87282402797824,72.83,100.0,0.0,13.8
542,sao filipe,cv,14.34039660678529,-28.555697002587067,79.04,98.0,8.0,7.09
543,yar-sale,ru,68.20295363792599,72.21510212234588,48.17,100.0,0.0,19.62
544,mocuba,mz,-16.27391177908656,38.29185515188249,64.73,92.0,0.0,2.62
545,vanimo,pg,1.7947397462245789,142.65056956469192,77.78,100.0,80.0,5.75
546,nikolskoye,ru,56.396456843016864,173.82341817525048,59.0,93.0,90.0,13.42
547,tasiilaq,gl,76.32760402770592,-33.84683311642115,41.87,100.0,88.0,0.04
548,matelandia,br,-25.181430616317044,-53.99320830723386,50.04,66.0,0.0,2.24
549,souillac,mu,-51.03857744643358,71.05122304080186,58.01,87.0,0.0,2.24
550,kaitangata,nz,-59.355922349580865,176.69957735092953,55.01,72.0,0.0,21.63
551,businga,cd,3.4343414567985917,20.6609095108208,70.13,90.0,80.0,1.16
552,hobart,au,-87.75754100820157,132.96685153995156,50.0,57.0,75.0,14.99
553,faanui,pf,-1.5290089619297191,-158.9106389288629,77.51,100.0,36.0,6.53
554,bluff,nz,-51.58241532332175,165.85508566427944,68.69,71.0,44.0,4.52
555,fairbanks,us,63.17164186175586,-145.11188563054236,58.39,70.0,90.0,4.7
556,lasa,cn,31.347203529199078,92.91409591135732,78.8,78.0,40.0,6.93
557,kodiak,us,45.34803891454638,-160.88564188369304,91.94,52.0,1.0,6.93
558,kodiak,us,57.49232997596343,-155.2894107788857,91.94,52.0,1.0,6.93
559,boyolangu,id,-12.571578697901543,111.44574898525485,67.79,87.0,8.0,5.75
560,norman wells,ca,78.98722769869502,-120.71863046692387,53.6,87.0,90.0,3.36
561,atuona,pf,-2.276851147241146,-143.51252419649214,78.86,100.0,100.0,19.62
562,ushuaia,ar,-74.15350100655544,-41.13065355868224,39.2,80.0,75.0,4.7
563,san patricio,mx,5.353745417031675,-116.6150424689405,47.09,69.0,0.0,3.18
564,butaritari,ki,8.877554798900903,173.19240746518562,85.16,100.0,68.0,6.76
567,luderitz,na,-26.628731299467645,5.478177496359848,50.15,89.0,0.0,4.41
568,homer,us,57.097215467983716,-148.4305953476223,54.48,89.0,90.0,3.36
569,nieuw amsterdam,sr,10.633941337572779,-55.083205190578354,80.44,78.0,20.0,6.93
570,albany,au,-71.3364697525821,103.34878459231908,74.21,50.0,75.0,10.29
571,ushuaia,ar,-64.05652026848605,-68.47421459609645,39.2,80.0,75.0,4.7
572,busselton,au,-49.643856884275976,83.83006242548083,53.39,100.0,88.0,8.21
573,avera,pf,-31.76694007121906,-154.72828470671163,86.86,43.0,1.0,5.82
574,mar del plata,ar,-56.00853516668252,-43.40290549206313,60.23,45.0,32.0,25.55
575,mahebourg,mu,-49.80443344718396,80.559800307079,73.4,69.0,40.0,11.41
576,leningradskiy,ru,86.30553360945419,178.5243570701124,36.47,100.0,76.0,9.44
577,nikolskoye,ru,35.97967320360827,172.5039446807947,59.0,93.0,90.0,13.42
578,albany,au,-35.75888944329384,117.93071918808442,74.21,50.0,75.0,10.29
579,zyryanka,ru,64.44656824133142,151.6303819313119,45.92,76.0,76.0,5.53
580,pevek,ru,88.32678771790981,165.8345887713029,37.46,100.0,36.0,10.45
581,east london,za,-58.402453658049915,48.840073294840664,68.87,94.0,44.0,13.02
582,ketchikan,us,58.02626584727702,-129.91273186272565,63.01,60.0,90.0,16.11
583,upernavik,gl,74.92181212823496,-52.55709421203616,39.35,97.0,92.0,22.08
584,provideniya,ru,48.83064342145755,-177.68130333697073,47.81,95.0,56.0,12.01
585,punta arenas,cl,-71.2968702139129,-100.6376702611257,42.8,75.0,75.0,10.29
586,busselton,au,-50.33613398584766,82.15500437960048,53.39,100.0,88.0,8.21
587,nardaran,az,40.982085102477726,50.097148314009985,68.0,77.0,0.0,5.82
588,thompson,ca,72.51311739031883,-90.43572975685125,46.4,93.0,90.0,5.82
589,punta arenas,cl,-55.042502788420634,-81.0182399699081,42.8,75.0,75.0,10.29
590,hamilton,bm,30.654326526232936,-64.97731122464124,72.3,73.0,75.0,11.41
591,busselton,au,-48.1547711492897,96.7780749786267,53.39,100.0,88.0,8.21
592,dingle,ie,51.80480705553052,-15.595533849476425,81.2,79.0,76.0,5.53
593,busselton,au,-78.2642966732837,83.31228187107729,53.39,100.0,88.0,8.21
595,puerto ayora,ec,1.988573446779938,-105.74587361273915,75.2,69.0,75.0,14.99
596,cabo san lucas,mx,18.241299511143836,-117.14431845333019,89.6,59.0,20.0,8.05
597,tuktoyaktuk,ca,89.5289295325021,-118.07665307589804,51.8,62.0,40.0,5.82
598,port alfred,za,-82.67336696872427,54.65951969803157,59.96,95.0,0.0,7.54
